sentence_alignment_id,language_code,language_name,corpus_source,source_alignment_file,document_id,line_in_document,source_sentence_id,split,strategy_record_id,source_text,target_text,source_token_count,target_token_count,alignment_links,aligned_link_count,source_aligned_token_count,target_aligned_token_count,source_unaligned_token_count,target_unaligned_token_count,source_coverage_pct,target_coverage_pct,macro_strategies_original,macro_strategies,macro_strategy_count,micro_strategies_original,micro_strategies,micro_strategy_count,criteria_ids,criteria_descriptions,annotation_notes,complex_parts,strategy_annotation_source,micro_strategy_status,strategy_annotation_status,automatic_macro_candidates,requires_manual_strategy_review,strategy_match_method,strategy_source_similarity,strategy_target_similarity,alignment_model,alignment_heuristic,alignment_encoder,one_to_one_applied,label_scope,label_explanation,label_modulation,label_synonymy,label_transposition,label_transcription,label_syntactic_change,label_illocutionary_change,label_compression,label_omission
EN_ALIGN_0027,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_023,27,,,EN_023,Last year also saw the launch of the British Sign Language (BSL) app. This app has significantly helped ScotRail frontline staff communicate with BSL users during their journey.,ScotRail use an app that means staff can communicate with deaf passengers who use British Sign Language to communicate.,32,20,8-14 9-15 10-16 15-8 17-3 21-0 23-6 24-18 25-9 27-11 31-19,11,11,11,21,9,34.38,55.0,Explanation | Modulation | Omission | Synonymy | Syntactic Change,Explanation;Modulation;Synonymy;Syntactic Change;Omission,5,GraTens | HidCon | ModWord | OmiSubj | SemStere,GraTens;HidCon;ModWord;OmiSubj;SemStere,5,,,"a more common and general verb is used (use) instead of ""saw the launch of""
---
the verb tense is changed from simple past to present to underline that the app is used at the time of writing
---
the words in a phrase are re-arranged following a SVO order.
---
frontline' is omitted from the TT
---
BSL users' is replaced with a sentence that explaines who would use BSL and why (i.e. deaf passengers who use BSL to communicate)",Last year also saw the launch of | the British Sign Language (BSL) app | frontline staff | BSL users,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,1,1,0,0,1,0,0,1
EN_ALIGN_0028,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_024,28,,,EN_024,The aviation industry has seen a dramatic drop in passenger numbers as a result of COVID-19 and the industry faces one of the longest recovery periods given the impact on route networks.,Not many people used air travel during the coronavirus pandemic.,33,11,0-0 1-4 4-3 9-9 15-8 26-6 27-7 32-10,8,8,8,25,3,24.24,72.73,Explanation | Modulation | Omission | Synonymy | Syntactic Change,Explanation;Modulation;Synonymy;Syntactic Change;Omission,5,HidCon | ModWord | OmiSent | SemHype | SynC2S,HidCon;ModWord;OmiSent;SemHype;SynC2S,5,,,"the words in a phrase are re-arranged following a SVO order.
---
the hypernym ""coronavirus"" is used to replace ""COVID-19""
---
the TT made explicit a hidden context by specifying that COVID-19 was a pandemic
---
the second part of the sentence about the recovery periods is entirely omitted in the TT.
---
the first part of the sentence in the ST has been changed to a standalone sentence in the TT.",The aviation industry has seen a dramatic drop in passenger numbers as a result of COVID-19 | COVID-19 | and the industry faces one of the longest recovery periods given the impact on route networks.,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,1,1,0,0,1,0,0,1
EN_ALIGN_0029,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_025,29,,,EN_025,Inverness Airport’s commitment to accessibility was recognised by the Access and Inclusivity Award from the Nairn Access Panel. They were also delighted to win the Excellence in Transport Accessibility award from the Scottish Transport Awards Summit held in October this year.,Inverness airport won awards at the Scottish Transport Awards and from Nairn Access Panel for good accessibility.,44,18,0-0 1-1 2-3 2-17 4-14 5-16 11-9 14-10 16-11 17-12 18-13 25-2 31-3 32-4 33-5 34-6 35-7 36-8 43-15 43-17,20,18,18,26,0,40.91,100.0,Modulation | Synonymy,Modulation;Synonymy,2,ModWord | PraProp | SemStere,ModWord;PraProp;SemStere,3,,,"the words in a phrase are re-arranged following a SVO order.
---
a more common and general verb is used (won) instead of ""was recognised by""
---
the name of the awards mentioned in the ST has been replaced by only using the word 'awards' in the TT",Inverness Airport’s commitment to accessibility was recognised by the Access and Inclusivity Award from the Nairn Access Panel. | was recognised by | the Access and Inclusivity Award | Excellence in Transport Accessibility award,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,1,1,0,0,0,0,0,0
EN_ALIGN_0030,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_026,30,,,EN_026,Inverness Airport’s commitment to accessibility was recognised by the Access and Inclusivity Award from the Nairn Access Panel. They were also delighted to win the Excellence in Transport Accessibility19 award from the Scottish Transport Awards Summit held in October this year.,Inverness airport won awards at the Scottish Transport Awards and from Nairn Access Panel for good accessibility.,44,18,0-0 1-1 2-3 2-17 4-14 5-16 9-5 11-9 14-10 16-11 17-12 18-13 25-2 31-3 32-4 34-6 35-7 36-8 43-15 43-17,20,18,18,26,0,40.91,100.0,Synonymy | Syntactic Change,Synonymy;Syntactic Change,2,GraPass | SemStere,GraPass;SemStere,2,,,"commitment to accessibility' has been simplified in the TT by replacing it with 'good accessibility'
---
the passive voice in the ST has been replaced in the TT",commitment to accessibility | was recognised by,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,1,0,0,0
EN_ALIGN_0031,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_027,31,,,EN_027,Inverness continue to work with AccessAble to produce accessibility guides hosted on their website and have started discussions with Trusted Travel Buddies who provide assisted travel to those who require additional support when travelling. Investment has also been made to purchase four Aviramp platforms to allow easy and dignified access to aircraft for wheelchair users and others who may previously have required the use of an ambulift.,Inverness also has accessibility guides on their website and new ramps to make it easy for wheelchairs to get on the aeroplane.,69,23,0-0 6-11 8-3 9-4 9-10 11-5 12-6 13-7 17-16 30-9 36-2 37-1 39-12 44-10 45-17 47-14 52-21 53-15 54-16 56-8 63-20 67-22 68-22,23,22,20,47,3,31.88,86.96,Synonymy,Synonymy,1,SemStere,SemStere,1,,,the verb 'hosted' has been omitted in the TT in favour of the more common 'has […] on',hosted | on,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,0,0
EN_ALIGN_0032,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_028,32,,,EN_028,Inverness continue to work with AccessAble to produce accessibility guides hosted on their website and have started discussions with Trusted Travel Buddies who provide assisted travel to those who require additional support when travelling.,Inverness also has accessibility guides on their website and new ramps to make it easy for wheelchairs to get on the aeroplane.,35,23,0-0 6-11 7-12 8-3 9-4 9-10 11-5 12-6 13-7 14-8 15-2 17-16 18-15 26-17 34-22,15,14,15,21,8,40.0,65.22,Modulation | Omission,Modulation;Omission,2,ModWord | OmiSubj,ModWord;OmiSubj,2,,,"the words in a phrase are re-arranged following a SVO order.
---
The proper names of the entities they collaborate with have been omitted in the TT to simplify the sentence",hosted | on | AccessAble | Trusted Travel Buddies,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,1,0,0,0,0,0,0,1
EN_ALIGN_0033,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_029,33,,,EN_029,Investment has also been made to purchase four Aviramp platforms to allow easy and dignified access to aircraft for wheelchair users and others who may previously have required the use of an ambulift.,Inverness also has accessibility guides on their website and new ramps to make it easy for wheelchairs to get on the aeroplane.,34,23,0-0 1-2 2-1 4-12 5-17 9-4 9-7 10-11 11-18 12-14 14-3 15-3 17-21 18-15 19-16 20-16 21-8 28-20 32-22 33-22,20,19,17,15,6,55.88,73.91,Synonymy,Synonymy,1,PraProp | SemStere,PraProp;SemStere,2,,,"the proper name 'Aviramp' has been replaced with 'ramps' in the TT
---
allow easy and dignified access' has been replaced with the more common expression 'make it easy'
---
the noun 'aircraft' has been replaced with the more common noun 'aeroplane'",Aviramp platforms | allow easy and dignified access | aircraft,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,0,0
EN_ALIGN_0034,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_030,34,,,EN_030,Accessible Transport is a hot topic for our membership and the day identified that this could have been a full day of discussion on its own,"Accessible travel means making buses, trains, ferries and taxis easier to use for more people.",26,18,0-0 1-1 2-7 6-14 9-9,5,5,5,21,13,19.23,27.78,Explanation,Explanation,1,ExpExp,ExpExp,1,,,the expression 'accessible transport' in the ST is given for known but it's simplified and explained in the TT,Accessible Transport,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,0,0,0,0,0,0,0
EN_ALIGN_0035,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_031,35,,,EN_031,"A highlight of Ms Stewart’s speech was her assuring those at the event that ""disabled people are very well - and robustly - represented by DES!”",She said that disabled people in Scotland are very well represented by Disability Equality Scotland.,30,16,0-13 2-5 4-6 5-15 7-1 8-0 14-2 16-3 17-4 18-7 19-8 20-9 25-10 26-11 29-15,15,15,14,15,2,50.0,87.5,Transposition,Transposition,1,TraNou,TraNou,1,,,The grammar class of the noun expressing action is turned into the verb,A highlight of Ms Stewart’s speech,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,1,0,0,0,0,0
EN_ALIGN_0036,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_032,36,,,EN_032,"Our second speaker of the day was Jennifer Watson, from the Accessible Travel Team, within Transport Scotland.",We also heard from Jenny Watson from Transport Scotland.,20,10,0-0 1-1 6-3 7-4 8-5 10-6 17-7 18-8 19-9,9,9,9,11,1,45.0,90.0,Omission,Omission,1,OmiSent,OmiSent,1,,,the specification 'from the Accessible Travel Team' was omitted from the TT,from the Accessible Travel Team,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,0,0,1
EN_ALIGN_0037,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_033,37,,,EN_033,"Jenny was very keen that the views, lived experiences and voices of disabled people were at the centre of this work.",Lived experience of disabilities means that someone has lived with a disability.,23,13,1-7 4-5 8-8 9-1 10-9 11-3 12-2 13-3 14-6 17-10 22-12,11,11,10,12,3,47.83,76.92,Explanation,Explanation,1,ExpExp,ExpExp,1,,,the expression 'lived experiences […] of disabled people' is explained in the TT,lived experiences | of disabled people,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,0,0,0,0,0,0,0
EN_ALIGN_0038,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_034,38,,,EN_034,News: Easy Read Feedback Group,News about our Easy Read feedback group,6,7,0-0 1-2 2-3 3-4 4-5 5-6,6,6,6,0,1,100.0,85.71,Explanation,Explanation,1,HidGra,HidGra,1,,,"The column of the ST has been verbalised by adding 'about' into parentheses have been verbalised
---
The function of the colon is made explicit",:,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,0,0,0,0,0,0,0
EN_ALIGN_0039,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_035,39,,,EN_035,News: Access Panel Network,News about the Access Panel Network,5,6,0-0 1-1 2-3 3-4 4-5,5,5,5,0,1,100.0,83.33,Explanation,Explanation,1,HidGra,HidGra,1,,,The column of the ST has been verbalised by adding 'about' into parentheses have been verbalised,:,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,0,0,0,0,0,0,0
EN_ALIGN_0040,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_036,40,,,EN_036,"Throughout October, the Access Panel Network and its dedicated volunteers have been working tirelessly to enhance accessibility within local communities.",Access Panels are groups of people in local areas who work together to make changes for disabled people.,22,19,2-3 2-18 4-0 5-1 7-6 10-1 11-2 13-10 15-12 16-14 19-7 20-8 21-15 21-18,14,12,12,10,7,54.55,63.16,Explanation,Explanation,1,WorExp,WorExp,1,,,Access panel' is given for known in the ST but it's explained in the TT,the Access Panel Network,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,0,0,0,0,0,0,0
EN_ALIGN_0041,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_037,41,,,EN_037,News: Consultation Corner,News about Consultations. Consultations are sets of questions that the Scottish Government ask everyone before changes are made.,4,20,0-0 1-3 2-2 3-19,4,4,4,0,16,100.0,20.0,Explanation,Explanation,1,WorExp,WorExp,1,,,the word 'consultation' is explained in the TT,Consultation,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,0,0,0,0,0,0,0
EN_ALIGN_0042,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_038,42,,,EN_038,"The result across the UK was a landslide win for the Labour Party, led by Sir Keir Starmer.",The Labour Party won this election.,20,7,0-0 8-3 11-1 12-2 13-4 19-6,6,6,6,14,1,30.0,85.71,Synonymy | Transposition,Synonymy;Transposition,2,PraCont | TraNou,PraCont;TraNou,2,,,"The grammar class of the noun expressing action is turned into the verb
---
the TT clarifies who the new Prime Minister is",a landslide win | Sir Keir Starmer,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_best_target,1.0,0.603448,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,1,0,0,0,0,0
EN_ALIGN_0043,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_038,43,,,EN_038,"The result across the UK was a landslide win for the Labour Party, led by Sir Keir Starmer.",Sir Keir Starmer is our new Prime Minister.,20,9,5-3 13-4 16-0 17-1 18-2 19-8,6,6,6,14,3,30.0,66.67,Synonymy | Transposition,Synonymy;Transposition,2,PraCont | TraNou,PraCont;TraNou,2,,,"The grammar class of the noun expressing action is turned into the verb
---
the TT clarifies who the new Prime Minister is",a landslide win | Sir Keir Starmer,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_best_target,1.0,0.693548,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,1,0,0,0,0,0
EN_ALIGN_0044,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_039,44,,,EN_039,"At Disability Equality Scotland, with support from Transport Scotland, we are dedicated to promoting the Hate Crime Charter and advocating for a zero-tolerance approach to hate crime on public transport.",Hate Crime is when someone does something to hurt you because of who you are or who they think you are.,35,22,4-2 11-13 12-14 14-11 17-0 18-1 20-15 26-21 28-7 29-8 34-21,11,11,10,24,12,31.43,45.45,Explanation,Explanation,1,WorExp,WorExp,1,,,the word 'hate crime' is explained in the TT,hate crime,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,0,0,0,0,0,0,0
EN_ALIGN_0045,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_040,45,,,EN_040,"He joins in community activities as much as possible, supported by his assistants and his family.",He likes to take part in activities where he can meet people. He gets support from his assistants and his family.,18,23,0-0 1-1 1-3 2-5 3-11 4-6 8-9 9-12 9-22 10-15 11-16 12-17 13-18 14-19 15-20 16-21 17-12 17-22,18,15,16,3,7,83.33,69.57,Modulation,Modulation,1,ModInf,ModInf,1,,,"the meanings in the original have been divided into 2 sentences containing one meaning each.
---
The sentence is turned into as many sentences as it contained.","He joins in community activities as much as possible, supported by his assistants and his family.",manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,1,0,0,0,0,0,0,0
EN_ALIGN_0046,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_041,46,,,EN_041,How did you get the idea to form “Dançando com a Diferença”?,How did you get the idea to start an inclusive dance company?,15,13,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 9-10 10-11 11-8 14-12,12,12,12,3,1,80.0,92.31,Synonymy,Synonymy,1,PraCont,PraCont,1,,,"the TT clarifies what ""Dançando com a Diferença"" is",“Dançando com a Diferença”,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,0,0
EN_ALIGN_0047,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_042,47,,,EN_042,How often do the participants need to practice?,How many times a week do the dancers train?,9,10,0-0 1-1 2-5 3-6 6-7 7-8 8-9,7,7,7,2,3,77.78,70.0,Synonymy | Syntactic Change,Synonymy;Syntactic Change,2,SemHypo | SynW2G,SemHypo;SynW2G,2,,,"the hypernym 'participants' was changed to hyponym 'dancers' in the TT
---
the adverb 'often' is changed to '(how)many times a week'",participants | often,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,1,0,0,0
EN_ALIGN_0048,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_043,48,,,EN_043,"These questions are not easy to answer because many variables come into play. Generally speaking, it takes four to eight weeks to practice a new choreography.","Most of the times, it takes 1 or 2 months to prepare a new show.",29,17,1-3 2-2 6-12 8-0 13-4 16-4 16-16 17-5 18-6 19-7 20-8 21-9 22-10 23-11 25-13 26-14 28-15 28-16,18,16,16,13,1,55.17,94.12,Omission,Omission,1,OmiRhe,OmiRhe,1,,,the rhetorical construct present in the ST has been omitted from the TT,These questions are not easy to answer because many variables come into play.,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,0,0,1
EN_ALIGN_0049,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_044,49,,,EN_044,"I like to say that we, the dancers, must gather information about our body’s library",The dancers must know their body.,18,7,3-3 7-0 8-1 9-6 10-2 14-4 15-5,7,7,7,11,0,38.89,100.0,Illocutionary Change,Illocutionary Change,1,IllCh,IllCh,1,,,the hedged rhetorical construct is turned into a claim,,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,1,0,0
EN_ALIGN_0050,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_045,50,,,EN_045,What has been your favourite piece so far?,What is your favourite piece?,9,6,0-0 1-1 3-2 4-3 5-4 8-5,6,6,6,3,0,66.67,100.0,Syntactic Change,Syntactic Change,1,GraTens,GraTens,1,,,the verb tense is changed from present perfect (ST) to present (TT),has been,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,1,0,0,0
EN_ALIGN_0051,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_046,51,,,EN_046,CEO Introduction,Message from Lyn Pornaro. Lyn Pornaro leads Disability Equality Scotland. She is the Chief Executive Officer or CEO.,2,21,0-19 1-0 1-20,3,2,3,0,18,100.0,14.29,Synonymy,Synonymy,1,PrAcron,PrAcron,1,,,the acronym CEO is explained in the TT,CEO,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,0,0
EN_ALIGN_0052,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_047,52,,,EN_047,"We have started a feedback group of Easy Read users, and we are working with this group to get their ideas.",We have started a group of Easy Read users who want to give us feedback.,23,16,0-0 1-1 2-2 3-3 4-14 5-4 6-5 7-6 8-7 9-8 11-9 12-13 18-11 19-12 22-15,15,15,15,8,1,65.22,93.75,Syntactic Change,Syntactic Change,1,SynG2C,SynG2C,1,,,the ST group 'feedback group of Easy Read users' is changed to 'a group of Easy Read users who want to give us feedback',feedback group | of Easy Read,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,1,0,0,0
EN_ALIGN_0053,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_048,53,,,EN_048,Scotland's Health and Demographic Profile,Demographic means information about the people who live in Scotland.,6,11,0-9 1-4 1-10 3-10 4-0 5-5,6,5,5,1,6,83.33,45.45,Explanation,Explanation,1,WorExp,WorExp,1,,,the adjective 'demographic' is explained in the TT,Demographic,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,0,0,0,0,0,0,0
EN_ALIGN_0054,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_049,54,,,EN_049,"In 2018-20, life expectancy at birth in Scotland was 76.8 years for males and 81.0 years for females","In 2018, 2019 and 2020: on average, a boy born in Scotland would live to 76; on average, a girl born in Scotland would live to 81.",21,33,0-0 1-1 2-2 3-5 4-2 4-9 5-16 8-12 9-13 10-14 10-27 11-15 12-18 15-9 15-11 16-4 17-31 19-26 20-22 20-24,20,16,18,5,15,76.19,54.55,Explanation | Syntactic Change,Explanation;Syntactic Change,2,HidGra | SynG2C,HidGra;SynG2C,2,,,"the dash has been verbalised specifying the data concerns the years between 2018 and 2020
---
the noun group 'life expectancy at birth' was changed to the verbal clause 'a boy/girl born in Scotland would live'",2018-20 | life expectancy at birth in Scotland | males | females,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,0,0,0,1,0,0,0
EN_ALIGN_0055,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_050,55,,,EN_050,The estimated healthy life expectancy of a child born in Scotland in 2018-20 was 60.9 (± 0.5) years for males and 61.8 (± 0.5) years for females.,"In 2018, 2019 and 2020: on average, a boy born in Scotland would have good health until they were 60; on average, a girl born in Scotland would have good health until they were 61.",34,41,2-18 6-10 7-11 8-12 9-13 10-14 11-0 12-1 14-5 15-21 18-40 20-23 24-4 25-22 27-9 32-28 33-26 33-40,18,17,17,17,24,50.0,41.46,Explanation | Syntactic Change,Explanation;Syntactic Change,2,HidGra | SynG2C,HidGra;SynG2C,2,,,"the dash has been verbalised specifying the data concerns the years between 2018 and 2020
---
the noun group 'estimated healthy life expectancy' was changed to the verbal clause 'a boy/girl born in Scotland would have good health'",2018-20 | The estimated healthy life expectancy | of a child born in Scotland,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,0,0,0,1,0,0,0
EN_ALIGN_0056,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_051,56,,,EN_051,"The estimated gap in healthy life expectancy between males and females across the most and least deprived deciles in 2018-20 was 24.4 and 24.2 years, respectively.",People born in a deprived area had good health for 24 less years than people born in an area that is not deprived.,30,24,0-0 1-4 3-2 4-8 8-4 10-14 15-11 16-22 18-16 22-20 23-10 26-12 27-23 29-6 29-23,15,14,13,16,11,46.67,54.17,Syntactic Change,Syntactic Change,1,SynG2C,SynG2C,1,,,the noun group 'estimated gap in healthy life expectancy' was changed to the verbal clause 'had good health for 24 less years',estimated gap in healthy life expectancy,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,1,0,0,0
EN_ALIGN_0057,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_052,57,,,EN_052,"An estimated 1 in 25 people of all ages in Scotland (231,925 people) were reported as receiving social care support and services at some point during 2020/21.",Around 1 in every 25 people in Scotland got social care support and services at some point in 2020/2021.,30,20,0-0 1-0 2-1 3-2 4-4 5-5 7-3 9-6 10-7 19-9 20-10 21-11 22-12 23-13 24-14 25-15 26-16 27-17 28-18 29-19,20,20,19,10,1,66.67,95.0,Synonymy | Syntactic Change,Synonymy;Syntactic Change,2,GraPass | SemStere,GraPass;SemStere,2,,,"the passive voice in the ST has been replaced in the TT
---
the more common verb 'got' has been chosen in the TT instead of 'were reported as receiving'",were reported as receiving social care support,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,1,0,0,0
EN_ALIGN_0058,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_053,58,,,EN_053,"It is part of a collection of contextual evidence papers, setting out key sources of information about social care and related areas in Scotland.","It is part of a collection of contextual evidence papers, setting out key sources of information about social care and related areas in Scotland.",26,26,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25,26,26,26,0,0,100.0,100.0,Transcript,Transcription,1,Trans,Trans,1,,,the ST sentence is left unchanged in the TT,,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,1,0,0,0,0
