instance_id,pair_id,side,label,text,n_tokens,language,collection,document_id,split
165ce5b32146037f9c85_original,165ce5b32146037f9c85,original,1,"Durante las décadas de 1920 y 1930, conservadores, fascistas, liberales y socialdemócratas promovieron la oposición al comunismo en Europa.",23,es,es,idem_es_ES_012_016.txt,test
165ce5b32146037f9c85_simplified,165ce5b32146037f9c85,simplified,0,"Durante los siguientes años, los movimientos políticos conservadores, fascisas, liberales y socialdemócratas apoyaron el anticomunismo en los países de Europa.",24,es,es,idem_es_ES_012_016.txt,test
16a8fdf4c2fe5f96494b_original,16a8fdf4c2fe5f96494b,original,1,"A més, els que s’allotgen fora de la ciutat solen desplaçar-se diàriament, cosa que augmenta la pressió sobre els serveis de transport.",27,ca,ca,idem_ca_CAT_024_047.txt,train
16a8fdf4c2fe5f96494b_simplified,16a8fdf4c2fe5f96494b,simplified,0,També diu que els turistes que dormen fora de la ciutat van cada dia al centre amb transport públic. Això fa que hi hagi més gent utilitzant el transport públic.,33,ca,ca,idem_ca_CAT_024_047.txt,train
16d237bfe794c2101d31_original,16d237bfe794c2101d31,original,1,co-design services with people with experience of accessing and delivering them,13,en,en,carlo_english_merged.txt,train
16d237bfe794c2101d31_simplified,16d237bfe794c2101d31,simplified,0,co-design services with people who use or work in them and their carers. Co-design means you can share your ideas and experiences with us. It means working with other people to find out how to make things better.,45,en,en,carlo_english_merged.txt,train
16e5f5db2b4ab7c9b0b9_original,16e5f5db2b4ab7c9b0b9,original,1,• L’Ajuntament revisarà els documents i les al·legacions i publicarà la resolució definitiva.,15,ca,ca,idem_ca_CAT_053_059.txt,test
16e5f5db2b4ab7c9b0b9_simplified,16e5f5db2b4ab7c9b0b9,simplified,0,"Després, l’Ajuntament: Revisarà tota la informació i les reclamacions. Publicarà la decisió definitiva.",18,ca,ca,idem_ca_CAT_053_059.txt,test
16f7453a2da9a63d67ba_original,16f7453a2da9a63d67ba,original,1,Trouver un emploi ou une formation,6,fr,fr,french_tagged.txt,train
16f7453a2da9a63d67ba_simplified,16f7453a2da9a63d67ba,simplified,0,Trouver un travail ou une formation,6,fr,fr,french_tagged.txt,train
1730ef7290ccca7f333e_original,1730ef7290ccca7f333e,original,1,The NCS will make collaboration and information sharing between these services easier:,13,en,en,carlo_english_merged.txt,train
1730ef7290ccca7f333e_simplified,1730ef7290ccca7f333e,simplified,0,The NCS will make working together and sharing information easier for services. The NCS will also aim to:,20,en,en,carlo_english_merged.txt,train
174ba543e84c39a82a41_original,174ba543e84c39a82a41,original,1,- ou en nous contactant : Mail : renardstephane@example.net Antoinette Lucas : +33 3 59 30 14 36,18,fr,fr,french_tagged.txt,train
174ba543e84c39a82a41_simplified,174ba543e84c39a82a41,simplified,0,- par mail : renardstephane@example.net - par téléphone : +33 3 59 30 14 36,15,fr,fr,french_tagged.txt,train
176058ea44f0deb612b1_original,176058ea44f0deb612b1,original,1,The NHS must address these problems in the next 10 years.,12,en,en,carlo_english_merged.txt,train
176058ea44f0deb612b1_simplified,176058ea44f0deb612b1,simplified,0,The NHS must fix these problems in the next 10 years.,12,en,en,carlo_english_merged.txt,train
1760d4de9b1f0a5b03b1_original,1760d4de9b1f0a5b03b1,original,1,"En el pasado El Parlamento no ha dejado de ganar atribuciones a través de las sucesivas modificaciones de los Tratados europeos, que han dado un peso cada vez mayor al único organismo de la UE elegido directamente.",39,es,es,idem_es_ES_037_041.txt,test
1760d4de9b1f0a5b03b1_simplified,1760d4de9b1f0a5b03b1,simplified,0,En el pasado. El Parlamento no ha dejado de ganar importancia con las diferentes modificaciones de los Tratados Europeos. Estas modificaciones han dado más importancia al Parlamento elegido de forma directa.,34,es,es,idem_es_ES_037_041.txt,test
178bf396df9f4b1b83b3_original,178bf396df9f4b1b83b3,original,1,أدار لي ظهره عائدا إلى أصحابه في السيارة.,9,ar,ar,arabic_cleaned_data.txt,train
178bf396df9f4b1b83b3_simplified,178bf396df9f4b1b83b3,simplified,0,عاد إلى أصحابه في السيارة.,6,ar,ar,arabic_cleaned_data.txt,train
17978dd20c079379c035_original,17978dd20c079379c035,original,1,In passato altri governi si sono posti il problema di semplificare il sistema normativa italiano.,16,it,it,idem_it_IT_053_067.txt,train
17978dd20c079379c035_simplified,17978dd20c079379c035,simplified,0,"In passato, anche altri governi italiani volevano rendere le leggi più semplici.",14,it,it,idem_it_IT_053_067.txt,train
17bcecb60ceb3cd01753_original,17bcecb60ceb3cd01753,original,1,"Alguns dels productes que s’ofereixen són: • Crosses • Cadires de rodes • Llits articulats • Caminadors També s’ofereixen productes tecnològics de suport, com dispositius per a l’ordinador o joguines adaptades a qualsevol tipus de discapacitat.",43,ca,ca,idem_ca_CAT_018_021.txt,test
17bcecb60ceb3cd01753_simplified,17bcecb60ceb3cd01753,simplified,0,"Alguns dels productes que deixen són: • Crosses • Cadires de rodes • Llits articulats • Caminadors També hi ha productes tecnològics, com joguines adaptades a qualsevol discapacitat o dispositius per a l’ordinador.",38,ca,ca,idem_ca_CAT_018_021.txt,test
17e33ea32b5b5ad69589_original,17e33ea32b5b5ad69589,original,1,ورغم اتقاني وعشقي للعربية لغة القرآن الكريم فقد وجدتني في مأزق أمام تلك المفردات، ما جعلني أتصرف في كثير من العبارات الواردة في هذا النص بشكل يكاد يطابق المعنى الحرفي لها، وأسأل الله أن أكون قد وُفّقت في ذلك.,42,ar,ar,arabic_cleaned_data.txt,train
17e33ea32b5b5ad69589_simplified,17e33ea32b5b5ad69589,simplified,0,ورغم معرفتي وعشقي للعربية لغة القرآن الكريم، فكانت ترجمة بعض المفردات صعبة فأسأل الله أن أكون قد نجحت في ذلك.,22,ar,ar,arabic_cleaned_data.txt,train
180990029191a51b5896_original,180990029191a51b5896,original,1,Paneles europeos de ciudadanos Una nueva fase de participación ciudadana El panel europeo de ciudadanos sobre la lucha contra el odio en la sociedad ha presentado sus recomendaciones a la Comisión Europea.,33,es,es,idem_es_ES_071_077.txt,train
180990029191a51b5896_simplified,180990029191a51b5896,simplified,0,"Paneles europeos de ciudadanos Estos paneles son una nueva forma de que los ciudadanos participen. Existen diferentes paneles europeos. El panel dedicado a lucha contra el odio, ya hizó sus recomendaciones a la Comisión Europea.",39,es,es,idem_es_ES_071_077.txt,train
18132f9da20bb2ed5b2e_original,18132f9da20bb2ed5b2e,original,1,"Madrid, 15 de noviembre de 2021.",8,es,es,idem_es_ES_046_050.txt,validation
18132f9da20bb2ed5b2e_simplified,18132f9da20bb2ed5b2e,simplified,0,"Madrid, 15 de noviembre de 2021.",8,es,es,idem_es_ES_046_050.txt,validation
181ee97c1d6ad64fd880_original,181ee97c1d6ad64fd880,original,1,"At Disability Equality Scotland, with support from Transport Scotland, we are dedicated to promoting the Hate Crime Charter and advocating for a zero-tolerance approach to hate crime on public transport.",35,en,en,carlo_english_merged.txt,test
181ee97c1d6ad64fd880_simplified,181ee97c1d6ad64fd880,simplified,0,Hate Crime is when someone does something to hurt you because of who you are or who they think you are.,22,en,en,carlo_english_merged.txt,test
183c8041d11116e8fd7a_original,183c8041d11116e8fd7a,original,1,يتحدثون معي ويعاملونني معاملة طيبة باستثناء راجو السائق، الذي كان يتجنبني.,13,ar,ar,arabic_cleaned_data.txt,train
183c8041d11116e8fd7a_simplified,183c8041d11116e8fd7a,simplified,0,يتحدثون معي ويعاملونني معاملة طيبة إلا راجو السائق.,9,ar,ar,arabic_cleaned_data.txt,train
18424f5c88ab4b32a88a_original,18424f5c88ab4b32a88a,original,1,أهدتني ذات يوم، عبر خولة، نسخة من القرآن باللغة الإنكليزية وسجادة صلاة.,15,ar,ar,arabic_cleaned_data.txt,validation
18424f5c88ab4b32a88a_simplified,18424f5c88ab4b32a88a,simplified,0,أهدتني عمتي عواطف ذات يوم نسخة من القرآن باللغة الإنكليزية وسجادة صلاة.,13,ar,ar,arabic_cleaned_data.txt,validation
18436771cf2b57c2b60a_original,18436771cf2b57c2b60a,original,1,"Complementàriament, es preveu també invertir en projectes de rehabilitació energètica d’edificis que tinguin un consum energètic alt, com poden ser hospitals, hotels i centres esportius, entre d’altres.",34,ca,ca,idem_ca_CAT_094_105.txt,train
18436771cf2b57c2b60a_simplified,18436771cf2b57c2b60a,simplified,0,"A més, també es vol invertir en millorar edificis que gasten molta energia, com per exemple: - hospitals, - hotels - i centres esportius, entre altres.",32,ca,ca,idem_ca_CAT_094_105.txt,train
1862fabe1fc65ffefa8b_original,1862fabe1fc65ffefa8b,original,1,في منتصف جسر خشبي كبير، يمتد بين مرتفعين تفصل بينهما بحيرة كبيرة، توقفت ميرلا، ثم أشارت نحو الأسفل: مات الكثير من العمال غرقا، في هذه البحيرة، أثناء مدّ هذا الجسر.,37,ar,ar,arabic_cleaned_data.txt,validation
1862fabe1fc65ffefa8b_simplified,1862fabe1fc65ffefa8b,simplified,0,في منتصف جسر خشبي كبير، مُعلق فوق بحيرة كبيرة، توقفت ميرلا ثم أشارت نحو الأسفل: مات الكثير من العمال في هذه البحيرة.,26,ar,ar,arabic_cleaned_data.txt,validation
187facb4f5e718d9880c_original,187facb4f5e718d9880c,original,1,تقول والدتي والحزن باد على ملامحها، أصبح قليل الكلام دائم التفكير في شيء ما.,16,ar,ar,arabic_cleaned_data.txt,validation
187facb4f5e718d9880c_simplified,187facb4f5e718d9880c,simplified,0,أصبح قليل الكلام، دائم التفكير.,7,ar,ar,arabic_cleaned_data.txt,validation
1881a1a3f1aea742b1ae_original,1881a1a3f1aea742b1ae,original,1,"Piden a la Junta una intervención para preservar los caudales del río Guadiaro y sus afluentes Ríos Guadiaro y su afluente Genal * A pesar de las lluvias, los ríos Guadiaro y su afluente Genal tienen un caudal similar al que suele llevar en época pre estival.",49,es,es,idem_es_ES_007_011.txt,train
1881a1a3f1aea742b1ae_simplified,1881a1a3f1aea742b1ae,simplified,0,Ecologistas en Acción pide a la Junta de Andalucía que proteja el río Guadairo para mantener su cantidad de agua. Los pozos ilegales reducen el agua del río y sus afluentes. Un afluente es un río o arroyo que desemboca en otro río.,46,es,es,idem_es_ES_007_011.txt,train
188fa0417ad5a15efb9b_original,188fa0417ad5a15efb9b,original,1,Contact par mail uniquement,4,fr,fr,french_tagged.txt,train
188fa0417ad5a15efb9b_simplified,188fa0417ad5a15efb9b,simplified,0,Prendre rendez-vous pour une consultation,5,fr,fr,french_tagged.txt,train
189212b37b07a88e6373_original,189212b37b07a88e6373,original,1,"Per desenvolupar les seves funcions, compta amb la col•laboració de tots els òrgans municipals.",16,ca,ca,idem_ca_CAT_090_093.txt,validation
189212b37b07a88e6373_simplified,189212b37b07a88e6373,simplified,0,"Per fer la seva feina, la Sindicatura treballa amb tots els departaments i equips de l’ajuntament.",19,ca,ca,idem_ca_CAT_090_093.txt,validation
1893b452ddfcc3df53f8_original,1893b452ddfcc3df53f8,original,1,"Finalment, la defensoria du a terme un seguiment de la implementació de les recomanacions emeses.",17,ca,ca,idem_ca_CAT_002_006.txt,validation
1893b452ddfcc3df53f8_simplified,1893b452ddfcc3df53f8,simplified,0,"Per acabar, la Sindicatura fa un seguiment per comprovar que l' Ajuntament ha fet els canvis per millorar.",21,ca,ca,idem_ca_CAT_002_006.txt,validation
1898d819f366e33947a6_original,1898d819f366e33947a6,original,1,"Statuto Lo Statuto vigente della FISH, in attuazione del Codice del Terzo Settore (Decreto legislativo 3 luglio 2017 n.117 e ss.mm.ii.)",25,it,it,idem_it_IT_093_098.txt,validation
1898d819f366e33947a6_simplified,1898d819f366e33947a6,simplified,0,Statuto Questo è lo Statuto attuale della FISH. Uno statuto spiega come funziona una organizzazione e quali regole ci sono. Abbiamo scritto lo Statuto secondo una legge del 2017: il Codice del Terzo Settore. Il Terzo Settore sono le organizzazioni sociali che vogliono fare qualcosa di buono per la società.,55,it,it,idem_it_IT_093_098.txt,validation
18bc9d626a4acb4268c9_original,18bc9d626a4acb4268c9,original,1,كلماتها عقدت لساني.,4,ar,ar,arabic_cleaned_data.txt,train
18bc9d626a4acb4268c9_simplified,18bc9d626a4acb4268c9,simplified,0,كلماتها صدمتني.,3,ar,ar,arabic_cleaned_data.txt,train
18d7fd8b3b298c9ae13b_original,18d7fd8b3b298c9ae13b,original,1,اقتربت من الكويتيين وإن كان اقترابي في حدود مراقبتهم من بعيد.,12,ar,ar,arabic_cleaned_data.txt,train
18d7fd8b3b298c9ae13b_simplified,18d7fd8b3b298c9ae13b,simplified,0,اقتربت من الكويتيين وإن كان اقترابي في مراقبتهم من بعيد.,11,ar,ar,arabic_cleaned_data.txt,train
18e21717c6fe066de6fc_original,18e21717c6fe066de6fc,original,1,• Alrededor de 150 ciudadanos de los 27 Estados miembros son seleccionados al azar.,15,es,es,idem_es_ES_071_077.txt,train
18e21717c6fe066de6fc_simplified,18e21717c6fe066de6fc,simplified,0,• Seleccionamos al azar 150 ciudadanos de los 27 paises de la Unión Europea.,15,es,es,idem_es_ES_071_077.txt,train
193e93211fff69b90857_original,193e93211fff69b90857,original,1,"«Per semplificare il nostro sistema normativo bisognerebbe innanzitutto evitare di approvare nuove norme che si aggiungono a quelle già esistenti su una stessa materia, complicandone così l’applicazione», ha aggiunto il costituzionalista.",37,it,it,idem_it_IT_053_067.txt,train
193e93211fff69b90857_simplified,193e93211fff69b90857,simplified,0,Mauro Volpi conosce benissimo la costituzione. Ha detto: si deve rendere le leggi più semplici. Non servono nuove regole su temi sui quali ci sono già regole. Se no diventa tutto più complicato.,38,it,it,idem_it_IT_053_067.txt,train
195489e4072feae09e47_original,195489e4072feae09e47,original,1,"Familiarícese con los procedimientos, los lugares de trabajo, el personal que presta asistencia a los eurodiputados y el presupuesto del PE.",24,es,es,idem_es_ES_037_041.txt,test
195489e4072feae09e47_simplified,195489e4072feae09e47,simplified,0,"Aprende como se trabaja, los lugares de trabajo, las personas que ayudan a los eurodiputados y el presupuesto del Parlamento Europeo.",24,es,es,idem_es_ES_037_041.txt,test
1972943f4594fe7165b3_original,1972943f4594fe7165b3,original,1,"A Espanya, els rendiments que obtenen les persones físiques queden subjectes a tributació en els impostos següents: • IRPF per als residents fiscals a Espanya.",29,ca,ca,idem_ca_CAT_060_084.txt,train
1972943f4594fe7165b3_simplified,1972943f4594fe7165b3,simplified,0,Quins impostos paguen les persones a Espanya? IRPF: si vius a Espanya de manera habitual. IRPF vol dir Impost sobre la Renda de les Persones Físiques.,30,ca,ca,idem_ca_CAT_060_084.txt,train
1983256ad7bb28c1bfca_original,1983256ad7bb28c1bfca,original,1,El Banc del moviment és un servei municipal impulsat per l’Institut Municipal de Persones amb Discapacitat de l’Ajuntament de Barcelona.,24,ca,ca,idem_ca_CAT_018_021.txt,test
1983256ad7bb28c1bfca_simplified,1983256ad7bb28c1bfca,simplified,0,El Banc del Moviment és un servei de l’Institut Municipal de Persones amb Discapacitat de l’Ajuntament de Barcelona,21,ca,ca,idem_ca_CAT_018_021.txt,test
19ce2ac29d8f08cf880e_original,19ce2ac29d8f08cf880e,original,1,نتناول طعامنا في الخارج أو في شقته أحيانا.,9,ar,ar,arabic_cleaned_data.txt,train
19ce2ac29d8f08cf880e_simplified,19ce2ac29d8f08cf880e,simplified,0,نتناول طعامنا في الخارج أو في شقته أحيانا.,9,ar,ar,arabic_cleaned_data.txt,train
1a621c183ab9e561b422_original,1a621c183ab9e561b422,original,1,"I like to say that we, the dancers, must gather information about our body’s library",18,en,en,carlo_english_merged.txt,validation
1a621c183ab9e561b422_simplified,1a621c183ab9e561b422,simplified,0,The dancers must know their body.,7,en,en,carlo_english_merged.txt,validation
1a63c990adf4b0fb885c_original,1a63c990adf4b0fb885c,original,1,"Aquestes dades de caràcter personal s’integren en el corresponent registre d’activitats de tractament de l’Ajuntament de Barcelona i seran tractades amb la finalitat específica de cada tractament, tal com estableix la regulació establerta pel Reglament (UE) 2016/679 del Parlament Europeu i del Consell sobre protecció de dades de caràcter personal.",60,ca,ca,idem_ca_CAT_085_089.txt,test
1a63c990adf4b0fb885c_simplified,1a63c990adf4b0fb885c,simplified,0,Les teves dades personals es guarden en un registre intern de l’Ajuntament de Barcelona. Aquestes dades s’utilitzen només per a allò que sigui necessari. L’Ajuntament segueix les normes europees de protecció de dades per assegurar que es fa un bon ús de la informació. Aquestes normes estan explicades al Reglament 2016/679 del Parlament Europeu.,63,ca,ca,idem_ca_CAT_085_089.txt,test
1a7035a853ce6292530a_original,1a7035a853ce6292530a,original,1,لابد أنها جدّتي غنيمة.,5,ar,ar,arabic_cleaned_data.txt,train
1a7035a853ce6292530a_simplified,1a7035a853ce6292530a,simplified,0,لابد أنها جدتي غنيمة.,5,ar,ar,arabic_cleaned_data.txt,train
1a8ac618d205370689a9_original,1a8ac618d205370689a9,original,1,Mètodes d'identificació admesos Aquest tràmit admet els següents sistemes d'identificació i signatura electrònica: • idCAT Mòbil i Cl@ve (sistemes basats en l'enviament de contrasenyes d'un sol ús al telèfon mòbil).,39,ca,ca,idem_ca_CAT_053_059.txt,test
1a8ac618d205370689a9_simplified,1a8ac618d205370689a9,simplified,0,Com identificar-se per fer el tràmit Podeu utilitzar diferents sistemes per identificar-vos i signar de manera elctrònica: - idCAT Mòbil o Cl@ve : rebeu una contrasenya per utilitzar una sola vegada al vostre telèfon. - DNI electrònic. - idCAT Certificat o altres certificats digitals acceptats per les administracions públiques.,56,ca,ca,idem_ca_CAT_053_059.txt,test
1aa6929d1640256854b6_original,1aa6929d1640256854b6,original,1,"Al momento, il Ministero dell’Interno non ha fornito un modulo precompilato: ogni cittadino deve quindi redigere la richiesta autonomamente, inviandola via email.",27,it,it,idem_it_IT_028_035.txt,train
1aa6929d1640256854b6_simplified,1aa6929d1640256854b6,simplified,0,"Per ora, non c'è un modulo già pronto che si deve solo completare. Le persone devono scrivere la domanda da sole e inviarla via e-mail.",29,it,it,idem_it_IT_028_035.txt,train
1acbb9e9c173de44caeb_original,1acbb9e9c173de44caeb,original,1,"• Els rendiments del capital mobiliari, entre els quals es troben els interessos de comptes bancaris o de préstecs, els dividends d’accions, etc. • Els rendiments del capital immobiliari, com per exemple els ingressos percebuts pel lloguer d’un immoble de la teva propietat.",54,ca,ca,idem_ca_CAT_060_084.txt,train
1acbb9e9c173de44caeb_simplified,1acbb9e9c173de44caeb,simplified,0,"• Rendiments del capital mobiliari: són diners que rebeu per tenir diners invertits. Per exemple: els interessos d’un compte bancari, d’un préstec o els beneficis per tenir accions. • Rendiments del capital immobiliari: són diners que rebeu per tenir propietats. Per exemple: els diners del lloguer d’un pis o local que és vostre.",68,ca,ca,idem_ca_CAT_060_084.txt,train
1b05cc5b4f5f943f0652_original,1b05cc5b4f5f943f0652,original,1,وهكذا، هيأت نفسي للسفر وأنا سعيدة رغم إدراكي بأنني سأسدد نصف ما أجنيه من العمل في الخارج إلى جماعة البومباي وسأدفع بالنصف الآخر إلى أسرتي.,27,ar,ar,arabic_cleaned_data.txt,train
1b05cc5b4f5f943f0652_simplified,1b05cc5b4f5f943f0652,simplified,0,وهكذا، حضرت نفسي للسفر وأنا سعيدة، رغم علمي بأنني سأدفع نصف ما أكسبه من العمل في الخارج إلى جماعة البومباي وسأرسل الآخر إلى أسرتي.,27,ar,ar,arabic_cleaned_data.txt,train
1b07b4c2495603213385_original,1b07b4c2495603213385,original,1,- Sport,2,fr,fr,french_tagged.txt,train
1b07b4c2495603213385_simplified,1b07b4c2495603213385,simplified,0,- Sport,2,fr,fr,french_tagged.txt,train
1b79bc48ac302d0157d5_original,1b79bc48ac302d0157d5,original,1,Aquest canvi va transformar l’antic model de “ciutat turisticohistòrica” dels anys noranta en el concepte modern de “viure com els locals”.,28,ca,ca,idem_ca_CAT_024_047.txt,train
1b79bc48ac302d0157d5_simplified,1b79bc48ac302d0157d5,simplified,0,"Aquest canvi va transformar la manera de fer turisme. Als anys 90, les ciutats es preparaven per rebre turistes en llocs culturals i històrics. Ara els turistes volen viure com la ciutadania. Això vol dir dormir en pisos i fer vida com els veïns i veïnes del barri. Aquest model es diu viure com els locals.",63,ca,ca,idem_ca_CAT_024_047.txt,train
1b9c0750bb7052ffd018_original,1b9c0750bb7052ffd018,original,1,الضجيج الصادر من دراجة ماريا النارية يخترق سكون الليل في الخارج.,12,ar,ar,arabic_cleaned_data.txt,validation
1b9c0750bb7052ffd018_simplified,1b9c0750bb7052ffd018,simplified,0,في الخارج، كان صوت دراجة ماريا النارية وسط الليل.,11,ar,ar,arabic_cleaned_data.txt,validation
1ba282b1a42227162954_original,1ba282b1a42227162954,original,1,"Da ultimo, il 7 marzo il governo Meloni ha approvato un disegno di legge che propone di introdurre il reato di “femminicidio” nel codice penale.",29,it,it,idem_it_IT_053_067.txt,train
1ba282b1a42227162954_simplified,1ba282b1a42227162954,simplified,0,"Per esempio: il 7 marzo, il governo di Giorgia Meloni ha approvato una proposta di legge. La proposta serve per inserire un nuovo crimine nel codice penale: il femminicidio. Femminicidio vuol dire: una persona uccide una donna perché è una donna.",48,it,it,idem_it_IT_053_067.txt,train
1c1ab356560d15b4b801_original,1c1ab356560d15b4b801,original,1,"Consegüentment, el cost d’arribar a ciutats populars i allotjar-s’hi s’ha reduït dràsticament, i ha donat pas al que s’ha anomenat “nou turisme urbà”.",33,ca,ca,idem_ca_CAT_024_047.txt,train
1c1ab356560d15b4b801_simplified,1c1ab356560d15b4b801,simplified,0,Ara és molt més econòmic viatjar a ciutats famoses i dormir-hi. Això ha fet néixer una nova manera de fer turisme. Aquest nou turisme urbà es diu turisme urbà.,33,ca,ca,idem_ca_CAT_024_047.txt,train
1c919f40ad587c7aed67_original,1c919f40ad587c7aed67,original,1,Les symptômes du Trouble de Stress Post-Traumatique/trauma peuvent être les suivants :,16,fr,fr,french_tagged.txt,test
1c919f40ad587c7aed67_simplified,1c919f40ad587c7aed67,simplified,0,Les symptômes du trouble de stress post-traumatique peuvent être divers :,11,fr,fr,french_tagged.txt,test
1ce6749e6a1f04b5f89d_original,1ce6749e6a1f04b5f89d,original,1,"توقف والدتي من الحديث فجأة، تنظر إلى الأرض: ""كنت أشاهدهم من نافذة المطبخ، تتعالى ضحكاتهم في حوش المنزل في حين يقومون بتحضير أدوات الصيد قبل ذهابهم إلى البحر.",33,ar,ar,arabic_cleaned_data.txt,train
1ce6749e6a1f04b5f89d_simplified,1ce6749e6a1f04b5f89d,simplified,0,كنت أشاهده مع أصدقائه يحضرون أدوات الصيد قبل ذهابهم إلى البحر.,12,ar,ar,arabic_cleaned_data.txt,train
1d0986bea16d88cf8921_original,1d0986bea16d88cf8921,original,1,"Si bien parece haber un consenso importante alrededor de la necesidad de un cambio de rumbo en el gobierno polaco – una gran mayoría de estados miembros han apoyado las acciones de la Comisión durante los últimos dos años-, el presidente de Hungría, Viktor Orban, ha declarado anteriormente que su país se opondrá a cualquier tentativa de aplicar el artículo 7 a Polonia.",67,es,es,idem_es_ES_051_061.txt,train
1d0986bea16d88cf8921_simplified,1d0986bea16d88cf8921,simplified,0,"Parece que hay un acuerdo de la mayoria de estados miembros sobre la necesidad que el gobierno de Polonia cambie. Pero el presidente de Hungría, Viktor Orban, ha dicho que su pais se opondrá a aplicar el artículo 7 a Polonia.",45,es,es,idem_es_ES_051_061.txt,train
1d29de4b7e4d065093b7_original,1d29de4b7e4d065093b7,original,1,– Empreses i emprenedors dedicats a projectes innovadors per a la millora energètica.,14,ca,ca,idem_ca_CAT_094_105.txt,train
1d29de4b7e4d065093b7_simplified,1d29de4b7e4d065093b7,simplified,0,– Empreses i emprenedors que treballen en projectes nous per millorar l’energia. Emprenedor: persona que transforma una idea en un negoci.,25,ca,ca,idem_ca_CAT_094_105.txt,train
1d3e61aace73d1143517_original,1d3e61aace73d1143517,original,1,“Dançando com a Diferença” (“Dancing with a difference”) is a dance company.,19,en,en,carlo_english_merged.txt,train
1d3e61aace73d1143517_simplified,1d3e61aace73d1143517,simplified,0,“Dançando com a Diferença” means “Dancing with a difference”. “Dançando com a Diferença” is a dance company.,25,en,en,carlo_english_merged.txt,train
1d5bd005cee6c89bdd8b_original,1d5bd005cee6c89bdd8b,original,1,"Un grave problema, dato che la scarsa crescita del nostro Paese degli ultimi anni si basa esclusivamente sull’export, mentre tra il 2000 e il 2023 i consumi interni delle famiglie sono calati dell’8%.",39,it,it,idem_it_IT_068_077.txt,train
1d5bd005cee6c89bdd8b_simplified,1d5bd005cee6c89bdd8b,simplified,0,"È un problema grave. Negli ultimi anni, l'economia italiana è cresciuta solo un po'. È solo grazie ai prodotti venduti all'estero. Intanto le famiglie italiane hanno comprato meno. Dal 2000 al 2023 erano l'8 per cento in meno.",47,it,it,idem_it_IT_068_077.txt,train
1d7bd2098394fb521c89_original,1d7bd2098394fb521c89,original,1,Sir Keir Rodney Starmer KCB KC is a British politician.,11,en,en,carlo_english_merged.txt,train
1d7bd2098394fb521c89_simplified,1d7bd2098394fb521c89,simplified,0,Starmer is a British politician.,6,en,en,carlo_english_merged.txt,train
1d87881f36df15090954_original,1d87881f36df15090954,original,1,شاربه كث تطل أسفله أسنان صفراء داكنة.,8,ar,ar,arabic_cleaned_data.txt,validation
1d87881f36df15090954_simplified,1d87881f36df15090954,simplified,0,أسنانه صفراء.,3,ar,ar,arabic_cleaned_data.txt,validation
1d9a727cc43d6e15441a_original,1d9a727cc43d6e15441a,original,1,Il numero di deputate e deputati eletti in ciascun paese varia in base alla popolazione.,16,it,it,idem_it_IT_001_004.txt,train
1d9a727cc43d6e15441a_simplified,1d9a727cc43d6e15441a,simplified,0,Il numero di membri del Parlamento è diverso per ogni paese. Dipende di quante persone ci vivono.,19,it,it,idem_it_IT_001_004.txt,train
1dc2d5901452f6bda33e_original,1dc2d5901452f6bda33e,original,1,حملني والدي بين يديه وأخذ بتفحص وجهي طويلا.,9,ar,ar,arabic_cleaned_data.txt,validation
1dc2d5901452f6bda33e_simplified,1dc2d5901452f6bda33e,simplified,0,حملني والدي بين يدية، وأخذ ينظر في وجهي طويلا.,11,ar,ar,arabic_cleaned_data.txt,validation
1df995e8653f2d9ddce8_original,1df995e8653f2d9ddce8,original,1,Questo è uno spazio per un dibattito basato sul rispetto reciproco in cui puoi condividere le tue opinioni e dialogare con altri cittadini.,24,it,it,idem_it_IT_016_022.txt,train
1df995e8653f2d9ddce8_simplified,1df995e8653f2d9ddce8,simplified,0,"Qui puoi dire le tue idee e parlare con altri cittadini, sempre con rispetto.",16,it,it,idem_it_IT_016_022.txt,train
1e28c13ab0c7a0c4c98a_original,1e28c13ab0c7a0c4c98a,original,1,"In una sentenza pubblicata nel 2023, la Corte ha ribadito che le leggi incomprensibili violano la Costituzione.",19,it,it,idem_it_IT_053_067.txt,train
1e28c13ab0c7a0c4c98a_simplified,1e28c13ab0c7a0c4c98a,simplified,0,"Nel 2023, la Corte Costituzionale ha pubblicato una sentenza. Ha deciso: se le leggi sono difficili da capire vanno contro la Costituzione. La Corte Costituzionale si occupa di questioni relativi alla Costituzione.",37,it,it,idem_it_IT_053_067.txt,train
1e5a95b45b40c5c0624d_original,1e5a95b45b40c5c0624d,original,1,ou venir lors des permanences : Isere - Lundi et jeudi matin à la MPT Denise Tronchet,17,fr,fr,french_tagged.txt,train
1e5a95b45b40c5c0624d_simplified,1e5a95b45b40c5c0624d,simplified,0,Vous pouvez aussi venir directement vous inscrire sur place lors des permanences : - Lundi et jeudi matin (9h-11h) : Maison Pour Tous Aurélie Diaz-Hervé - 3 Rue Pasteur - 38090 Villefontaine.,37,fr,fr,french_tagged.txt,train
1e71600459f4c637d0b1_original,1e71600459f4c637d0b1,original,1,"En los Estados Unidos, el anticomunismo saltó a la fama durante el Primer Susto Rojo de 1919-1920.",19,es,es,idem_es_ES_012_016.txt,test
